tanggal,kandang,lokasi,umur_hari,populasi_awal,populasi_akhir,mortalitas,suhu_c,kelembaban,wqi,aqi,berat_rata_kg,total_pakan_kg,fcr,performa
2025-11-24,K055,C,35,4309,4201,108,30.2,67.2,60.9,108.8,1.81,14.26,1.88,Boros
2025-02-23,K079,D,33,3131,3038,93,32.0,79.5,73.2,112.8,1.33,7.91,1.95,Boros
2025-04-12,K098,E,30,6866,6652,214,36.5,79.0,80.1,96.0,1.52,20.56,2.03,Boros
2025-09-18,K084,E,31,7101,6932,169,28.4,67.7,67.9,100.3,1.6,18.14,1.63,Sedang
2025-07-23,K076,D,28,4535,4414,121,29.7,70.6,68.6,110.0,1.46,11.35,1.76,Sedang
2025-11-23,K029,B,31,5034,4921,113,27.4,77.8,83.5,111.3,1.47,12.17,1.68,Sedang
2025-01-31,K066,D,28,6003,5840,163,30.5,79.1,69.4,92.5,1.45,14.9,1.75,Sedang
2025-02-11,K082,E,35,7865,7663,202,31.1,76.8,74.5,104.5,1.71,24.96,1.9,Boros
2025-01-24,K089,E,34,6469,6317,152,26.8,75.8,84.4,119.2,1.64,18.61,1.79,Sedang
2025-06-23,K026,B,29,7152,6996,156,28.0,65.3,74.4,116.7,1.72,20.28,1.69,Sedang
2025-05-29,K033,B,28,4309,4195,114,32.5,71.6,83.7,118.5,1.6,12.88,1.92,Boros
2025-06-18,K005,A,29,7239,7086,153,25.6,74.1,94.1,104.2,1.83,22.11,1.7,Sedang
2025-09-26,K094,E,29,6312,6127,185,34.1,68.1,85.3,108.7,1.45,16.87,1.89,Boros
2025-03-12,K055,C,35,5759,5603,156,32.3,64.6,77.7,77.0,1.91,20.66,1.94,Boros
2025-05-01,K078,D,34,3729,3631,98,27.2,80.7,76.4,76.6,1.47,9.85,1.84,Boros
2025-05-12,K013,A,29,5942,5817,125,28.3,81.8,93.1,60.6,2.07,20.96,1.74,Sedang
2025-12-23,K079,D,33,7989,7752,237,31.9,81.2,71.5,92.1,1.6,24.42,1.97,Boros
2025-12-23,K099,E,34,4061,3948,113,32.8,61.6,76.9,85.6,1.89,14.98,2.01,Boros
2025-03-18,K040,B,34,3062,2994,68,28.5,60.3,71.3,114.3,1.91,10.0,1.75,Sedang
2025-12-10,K057,C,30,6238,6058,180,32.1,71.6,74.6,82.7,1.61,18.09,1.86,Boros
2025-04-09,K086,E,35,7341,7165,176,28.6,61.0,94.3,98.3,1.88,24.8,1.84,Boros
2025-02-15,K009,A,33,6623,6481,142,27.1,71.7,96.8,93.8,2.02,23.43,1.79,Sedang
2025-02-28,K054,C,33,4429,4306,123,32.5,67.6,81.0,143.4,1.21,10.21,1.96,Boros
2025-09-07,K038,B,35,5625,5481,144,29.7,70.0,78.2,72.4,1.68,16.8,1.82,Boros
2025-01-13,K014,A,29,4177,4082,95,27.0,68.8,87.6,72.2,1.72,12.55,1.79,Sedang
2025-05-11,K075,D,31,5725,5561,164,28.7,83.1,65.9,134.9,1.29,12.74,1.77,Sedang
2025-06-12,K021,B,35,5293,5164,129,31.8,67.0,84.0,116.3,2.02,19.61,1.88,Boros
2025-06-03,K065,D,35,5343,5200,143,29.6,78.8,65.7,112.3,1.47,14.03,1.84,Boros
2025-11-10,K039,B,35,4189,4078,111,31.2,64.4,90.4,93.0,1.89,14.79,1.92,Boros
2025-03-02,K096,E,33,5959,5814,145,23.2,82.5,72.5,84.2,1.84,19.7,1.84,Boros
2025-09-09,K013,A,31,4064,3980,84,25.5,66.9,90.1,80.4,1.93,12.85,1.67,Sedang
2025-12-30,K039,B,29,7741,7541,200,30.6,69.9,92.8,122.5,1.33,18.57,1.86,Boros
2025-06-06,K077,D,35,4640,4509,131,30.4,75.0,57.0,103.0,1.56,12.79,1.82,Boros
2025-08-31,K048,C,31,5394,5255,139,30.9,67.7,61.9,83.9,1.82,16.06,1.68,Sedang
2025-04-16,K077,D,34,4153,4043,110,28.7,86.7,71.6,95.5,1.84,13.39,1.8,Sedang
2025-01-06,K003,A,28,6161,6036,125,25.8,78.0,86.6,108.9,1.88,18.9,1.67,Sedang
2025-10-03,K079,D,33,5777,5628,149,27.1,81.0,76.1,86.9,1.47,15.26,1.84,Boros
2025-01-09,K072,D,31,7346,7167,179,28.0,91.0,59.5,95.5,1.74,21.3,1.71,Sedang
2025-04-01,K009,A,32,6589,6448,141,26.3,72.6,84.5,113.3,1.89,21.84,1.8,Sedang
2025-01-12,K100,E,32,6808,6650,158,27.7,84.1,92.3,63.8,1.86,21.92,1.77,Sedang
2025-10-14,K046,C,32,5523,5375,148,30.1,60.1,73.8,97.3,1.58,15.86,1.86,Boros
2025-04-02,K083,E,31,5635,5514,121,25.9,79.3,84.0,104.1,2.05,19.85,1.76,Sedang
2025-03-29,K040,B,34,7038,6885,153,28.0,62.4,77.7,96.3,2.12,25.47,1.75,Sedang
2025-09-08,K083,E,34,3103,3036,67,28.2,80.1,70.8,79.2,2.05,11.36,1.82,Boros
2025-12-30,K075,D,32,4202,4063,139,33.2,78.9,77.2,95.8,1.35,11.31,2.06,Boros
2025-04-02,K069,D,32,3869,3759,110,31.0,85.2,65.1,107.8,1.34,8.8,1.74,Sedang
2025-10-13,K079,D,34,4579,4454,125,29.6,66.5,56.3,113.4,1.39,11.14,1.8,Boros
2025-09-06,K037,B,29,3733,3652,81,28.0,67.5,84.7,72.6,1.98,12.69,1.76,Sedang
2025-11-20,K027,B,28,6623,6462,161,29.2,68.0,80.7,87.9,1.74,19.76,1.76,Sedang
2025-12-22,K096,E,33,5119,4988,131,29.2,65.4,83.4,68.1,1.63,14.53,1.79,Sedang
2025-03-16,K063,D,28,6409,6231,178,28.7,72.5,75.5,102.2,1.41,16.69,1.9,Boros
2025-11-15,K038,B,29,7636,7454,182,26.8,77.4,84.5,83.5,1.54,19.22,1.67,Sedang
2025-12-30,K098,E,30,6106,5966,140,28.3,69.3,77.6,122.6,1.82,18.8,1.73,Sedang
2025-12-21,K080,D,30,4658,4511,147,31.7,79.0,64.1,84.8,1.29,10.66,1.84,Boros
2025-09-30,K037,B,31,7558,7377,181,30.2,70.3,81.6,116.3,1.67,23.01,1.87,Boros
2025-06-18,K036,B,31,6192,6044,148,28.7,74.9,79.7,90.9,1.5,16.36,1.8,Boros
2025-07-24,K027,B,32,4588,4475,113,29.5,71.8,81.6,113.9,1.74,13.86,1.78,Sedang
2025-10-20,K071,D,30,3499,3400,99,30.8,75.9,67.3,99.0,1.32,8.27,1.84,Boros
2025-07-23,K090,E,33,3745,3661,84,27.5,88.8,66.2,88.9,2.02,12.82,1.73,Sedang
2025-07-24,K092,E,32,7693,7517,176,28.9,69.5,82.4,80.5,1.93,25.99,1.79,Sedang
2025-11-30,K041,C,35,6984,6784,200,33.4,59.8,63.3,141.2,1.52,20.64,2.0,Boros
2025-09-28,K088,E,30,5037,4901,136,32.5,77.2,65.1,98.1,1.71,14.77,1.76,Sedang
2025-10-09,K011,A,33,4136,4048,88,26.7,86.2,82.8,79.6,2.2,15.71,1.76,Sedang
2025-02-20,K060,C,31,5884,5721,163,32.8,59.8,77.1,139.3,1.38,15.29,1.93,Boros
2025-02-19,K010,A,33,5882,5762,120,25.0,76.7,94.1,94.3,2.08,21.4,1.78,Sedang
2025-05-13,K021,B,32,6876,6727,149,29.2,74.4,70.4,117.5,1.96,23.24,1.76,Sedang
2025-07-23,K028,B,33,5650,5513,137,30.8,61.2,92.5,77.7,1.98,21.17,1.94,Boros
2025-05-12,K070,D,34,6543,6363,180,28.9,76.8,59.9,108.9,1.39,16.08,1.82,Boros
2025-09-19,K023,B,35,5698,5567,131,29.1,78.3,78.4,87.0,1.99,19.84,1.79,Sedang
2025-11-27,K041,C,31,7663,7470,193,30.0,56.3,64.9,77.2,1.69,21.6,1.72,Sedang
2025-08-08,K004,A,33,6810,6674,136,25.1,78.4,83.8,82.1,2.18,25.97,1.78,Sedang
2025-07-09,K055,C,28,4716,4592,124,31.4,70.3,66.3,74.8,1.6,12.86,1.75,Sedang
2025-05-29,K012,A,32,7517,7356,161,27.0,77.9,90.1,109.1,1.88,23.78,1.72,Sedang
2025-08-02,K018,A,30,3966,3884,82,24.5,76.7,94.0,100.5,2.05,13.87,1.74,Sedang
2025-11-26,K066,D,28,6832,6655,177,29.3,88.2,61.3,105.2,1.57,18.29,1.75,Sedang
2025-12-11,K056,C,29,5769,5619,150,31.0,60.7,60.1,110.6,1.57,15.47,1.75,Sedang
2025-11-26,K077,D,28,5188,5053,135,28.3,77.8,70.2,88.0,1.42,13.0,1.82,Boros
2025-06-24,K077,D,31,7240,7051,189,28.2,77.7,75.5,109.5,1.32,16.62,1.79,Sedang
2025-05-09,K077,D,33,7680,7470,210,29.5,81.6,69.7,109.9,1.4,20.33,1.94,Boros
2025-07-30,K051,C,29,7189,6998,191,31.0,62.8,86.4,102.7,1.45,18.91,1.87,Boros
2025-03-02,K058,C,28,4209,4099,110,29.9,72.0,100.0,93.7,1.66,13.34,1.96,Boros
2025-02-26,K013,A,34,4537,4443,94,27.3,71.1,87.8,106.8,2.09,16.65,1.79,Sedang
2025-10-31,K054,C,33,4392,4288,104,28.4,66.3,83.9,120.3,1.76,13.18,1.74,Sedang
2025-08-26,K021,B,35,5979,5845,134,30.0,71.9,86.1,111.6,2.1,22.49,1.83,Boros
2025-03-25,K071,D,30,5085,4941,144,30.8,83.6,55.6,85.2,1.53,12.7,1.68,Sedang
2025-09-18,K044,C,30,5827,5668,159,31.1,59.3,71.4,116.8,1.55,16.55,1.89,Boros
2025-07-19,K069,D,34,3298,3204,94,31.0,78.0,70.4,107.2,1.45,8.35,1.8,Sedang
2025-06-25,K081,E,28,6589,6415,174,31.3,74.6,85.9,106.0,1.53,18.37,1.87,Boros
2025-10-29,K074,D,30,3688,3589,99,30.6,80.7,67.8,100.9,1.63,10.59,1.81,Boros
2025-03-04,K065,D,30,3954,3848,106,29.8,69.6,53.3,72.4,1.55,10.37,1.74,Sedang
2025-12-24,K054,C,30,7705,7480,225,33.9,75.5,72.0,104.5,1.45,21.54,1.98,Boros
2025-07-05,K064,D,29,5689,5522,167,30.2,89.1,74.7,92.4,1.36,13.73,1.83,Boros
2025-03-28,K046,C,33,5408,5253,155,32.0,64.2,74.4,131.0,1.26,12.61,1.91,Boros
2025-01-16,K049,C,35,6574,6412,162,29.1,58.8,74.5,101.6,1.82,21.18,1.81,Boros
2025-06-16,K055,C,34,7834,7615,219,33.1,66.7,84.1,104.6,1.63,24.59,1.98,Boros
2025-11-12,K031,B,32,5701,5561,140,30.0,68.5,74.0,94.4,2.02,20.56,1.83,Boros
2025-12-03,K005,A,33,7210,7057,153,26.6,77.5,86.8,99.3,2.01,23.38,1.65,Sedang
2025-12-10,K007,A,33,4152,4069,83,23.4,75.3,91.6,112.3,2.19,15.01,1.68,Sedang
2025-05-03,K057,C,35,6311,6140,171,30.4,65.5,89.6,107.0,1.68,20.85,2.02,Boros
2025-07-14,K059,C,31,7514,7301,213,32.7,61.5,75.7,109.8,1.48,21.21,1.96,Boros
2025-10-24,K045,C,30,6256,6065,191,33.1,64.3,71.0,107.0,1.47,17.05,1.92,Boros
2025-10-06,K016,A,31,5060,4951,109,23.0,75.5,88.9,83.5,1.93,16.96,1.77,Sedang
2025-09-17,K059,C,32,6438,6277,161,29.4,59.5,72.8,100.0,1.76,19.9,1.8,Boros
2025-10-11,K041,C,31,4460,4344,116,30.9,59.9,68.0,55.8,1.64,13.07,1.83,Boros
2025-07-04,K090,E,32,4431,4332,99,26.8,61.9,70.6,95.1,1.82,13.77,1.75,Sedang
2025-01-22,K092,E,35,6642,6478,164,30.8,68.2,86.2,112.1,1.8,22.38,1.92,Boros
2025-07-01,K027,B,29,4754,4635,119,29.9,76.9,79.6,105.5,1.59,13.36,1.81,Boros
2025-02-14,K034,B,31,5156,5034,122,28.7,64.7,94.7,99.1,1.76,16.23,1.83,Boros
2025-08-14,K031,B,31,4257,4161,96,26.0,72.2,72.6,89.9,1.96,14.18,1.74,Sedang
2025-01-19,K029,B,35,5499,5366,133,29.6,67.7,87.2,109.2,1.79,17.54,1.83,Boros
2025-01-24,K083,E,28,3621,3538,83,29.5,68.8,70.8,68.7,1.9,11.32,1.69,Sedang
2025-01-16,K019,A,28,7080,6925,155,24.7,76.1,78.9,113.1,1.9,21.56,1.64,Sedang
2025-06-14,K042,C,28,6201,6017,184,33.9,63.5,63.2,114.2,1.43,16.98,1.98,Boros
2025-07-16,K064,D,34,6166,5983,183,30.6,72.2,60.4,84.5,1.51,16.93,1.87,Boros
2025-07-05,K009,A,35,6717,6573,144,24.8,71.7,92.8,95.9,2.04,23.68,1.77,Sedang
2025-10-17,K052,C,35,5744,5575,169,33.1,69.1,82.4,114.5,1.51,17.57,2.09,Boros
2025-10-31,K065,D,30,4643,4517,126,30.1,69.2,75.4,106.2,1.37,11.82,1.9,Boros
2025-09-25,K067,D,32,7489,7276,213,30.5,82.4,76.6,71.2,1.35,18.3,1.87,Boros
2025-09-24,K083,E,32,5117,4996,121,30.2,85.0,88.9,75.6,1.9,17.7,1.86,Boros
2025-09-21,K069,D,28,4095,3983,112,29.8,77.1,78.7,74.2,1.38,10.49,1.91,Boros
2025-09-20,K084,E,30,6038,5896,142,27.2,70.9,84.3,94.3,1.94,19.62,1.72,Sedang
2025-05-20,K047,C,33,3509,3408,101,32.6,54.9,73.5,108.5,1.38,9.54,2.03,Boros
2025-08-02,K010,A,35,4414,4324,90,26.5,62.7,89.6,106.4,2.25,17.54,1.8,Boros
2025-03-23,K096,E,29,7849,7620,229,32.7,71.5,80.7,105.3,1.41,20.72,1.92,Boros
2025-03-19,K080,D,28,6974,6760,214,30.7,70.5,72.0,94.9,1.2,15.25,1.88,Boros
2025-12-03,K076,D,32,4083,3975,108,29.5,80.5,63.8,112.2,1.46,9.87,1.7,Sedang
2025-11-23,K006,A,34,4457,4363,94,26.4,74.5,85.7,96.9,2.25,18.79,1.92,Boros
2025-05-23,K014,A,31,7255,7089,166,24.4,72.6,88.4,61.6,1.85,23.09,1.76,Sedang
2025-01-17,K016,A,29,3341,3269,72,23.6,71.9,89.9,91.1,1.92,10.92,1.74,Sedang
2025-10-13,K022,B,31,3490,3403,87,30.8,72.1,95.5,110.3,1.61,9.88,1.81,Boros
2025-03-22,K097,E,31,3104,3034,70,25.2,70.7,76.0,83.8,1.8,9.5,1.74,Sedang
2025-10-03,K057,C,28,5200,5043,157,33.4,66.2,84.2,83.5,1.39,13.55,1.93,Boros
2025-02-06,K014,A,30,5672,5543,129,27.2,71.0,88.1,100.6,1.74,16.45,1.7,Sedang
2025-12-12,K085,E,31,7743,7530,213,31.7,54.2,86.7,136.5,1.34,18.47,1.83,Boros
2025-12-16,K039,B,29,5910,5773,137,26.0,73.1,78.2,73.5,1.59,16.43,1.79,Sedang
2025-05-03,K006,A,30,5068,4961,107,25.3,72.1,88.2,101.1,2.03,17.14,1.71,Sedang
2025-04-20,K034,B,34,7434,7251,183,29.7,73.3,80.8,114.5,1.79,22.8,1.75,Sedang
2025-09-27,K093,E,35,4404,4299,105,28.2,81.5,78.0,118.8,1.62,12.61,1.81,Boros
2025-11-17,K062,D,28,3432,3333,99,30.8,85.6,80.8,85.2,1.46,9.05,1.86,Boros
2025-09-14,K058,C,30,7177,7003,174,27.8,67.6,69.7,88.4,1.59,19.39,1.74,Sedang
2025-01-25,K062,D,32,3286,3200,86,28.0,76.0,58.1,97.5,1.46,7.93,1.7,Sedang
2025-06-02,K100,E,31,5754,5614,140,29.2,70.4,80.1,98.8,1.64,16.57,1.8,Boros
2025-01-03,K087,E,29,7180,7018,162,28.5,80.3,86.1,96.6,1.82,22.11,1.73,Sedang
2025-05-18,K037,B,29,4298,4203,95,28.4,71.6,92.0,120.8,1.61,11.83,1.75,Sedang
2025-10-02,K097,E,33,4010,3915,95,29.1,77.0,67.1,117.2,1.78,11.84,1.7,Sedang
2025-06-25,K088,E,28,5844,5710,134,28.3,79.3,73.4,122.5,1.53,14.99,1.71,Sedang
2025-12-29,K002,A,28,7879,7713,166,23.8,79.7,84.5,89.9,1.77,23.65,1.73,Sedang
2025-07-04,K026,B,29,7719,7528,191,30.9,68.9,87.3,58.6,1.69,23.78,1.87,Boros
2025-09-24,K018,A,30,7191,7043,148,25.2,70.9,88.9,90.4,2.03,24.19,1.69,Sedang
2025-12-10,K046,C,34,7523,7285,238,35.0,62.1,72.3,105.5,1.5,22.58,2.06,Boros
2025-05-25,K013,A,28,7179,7030,149,26.6,78.8,83.8,97.9,2.03,22.83,1.6,Efisien
2025-04-02,K056,C,34,7724,7511,213,32.5,58.2,69.9,93.3,1.75,25.59,1.95,Boros
2025-12-24,K003,A,30,6184,6059,125,27.6,77.3,86.8,95.7,2.25,22.88,1.68,Sedang
2025-10-19,K043,C,29,7885,7661,224,32.3,69.1,69.3,96.0,1.52,20.88,1.79,Sedang
2025-03-16,K024,B,35,7586,7409,177,26.2,62.3,84.3,94.5,1.91,25.84,1.83,Boros
2025-11-24,K095,E,34,6635,6451,184,32.4,80.2,94.4,88.2,1.63,20.06,1.91,Boros
2025-12-02,K077,D,33,4844,4710,134,29.8,75.2,58.2,114.8,1.36,11.37,1.77,Sedang
2025-01-29,K001,A,33,5604,5490,114,27.0,84.5,88.3,93.9,2.09,19.91,1.73,Sedang
2025-10-06,K046,C,28,7358,7107,251,37.4,76.6,67.4,106.3,1.46,21.21,2.05,Boros
2025-04-05,K024,B,34,5205,5071,134,30.5,70.0,81.3,105.7,1.68,15.85,1.86,Boros
2025-03-04,K001,A,30,4807,4709,98,27.2,73.8,95.1,98.7,2.02,15.64,1.64,Sedang
2025-08-01,K054,C,34,4950,4828,122,29.4,58.9,70.0,83.2,1.78,15.4,1.79,Sedang
2025-09-25,K089,E,30,6503,6333,170,30.7,67.4,73.8,106.2,1.54,17.88,1.83,Boros
2025-07-10,K055,C,30,6550,6388,162,29.9,71.1,70.2,91.5,1.64,19.13,1.82,Boros
2025-12-03,K062,D,32,7916,7704,212,28.7,78.4,66.7,107.8,1.47,20.63,1.82,Boros
2025-10-15,K074,D,33,7096,6906,190,30.4,79.0,59.5,120.4,1.43,17.4,1.76,Sedang
2025-11-11,K074,D,31,3549,3451,98,31.3,73.0,68.7,97.6,1.57,9.65,1.78,Sedang
2025-02-19,K079,D,31,4767,4643,124,28.1,84.0,75.8,83.9,1.53,12.68,1.79,Sedang
2025-10-20,K031,B,35,6608,6459,149,26.1,74.8,90.3,96.1,1.85,21.42,1.79,Sedang
2025-01-27,K078,D,32,5820,5654,166,30.3,82.3,60.4,73.8,1.38,13.79,1.77,Sedang
2025-09-24,K096,E,33,5828,5680,148,29.1,80.0,84.8,99.0,1.84,19.3,1.84,Boros
2025-03-17,K049,C,28,4660,4537,123,30.8,72.3,72.6,105.8,1.54,12.67,1.81,Boros
2025-03-27,K006,A,33,3768,3688,80,25.2,80.2,93.2,96.4,1.98,12.31,1.69,Sedang
2025-07-01,K015,A,30,4098,4005,93,28.0,81.9,92.9,97.9,1.93,13.45,1.74,Sedang
2025-02-12,K053,C,35,7345,7138,207,31.5,64.7,70.0,90.1,1.62,22.38,1.93,Boros
2025-04-01,K096,E,33,6348,6180,168,30.0,61.2,83.7,123.6,1.57,18.42,1.89,Boros
2025-10-28,K096,E,32,7226,7048,178,28.2,66.3,77.5,93.6,1.62,20.3,1.78,Sedang
2025-04-08,K069,D,31,5716,5562,154,29.4,75.8,62.1,75.6,1.5,14.84,1.78,Sedang
2025-04-19,K010,A,28,5034,4932,102,26.0,69.5,92.0,99.8,1.99,16.12,1.64,Sedang
2025-01-20,K007,A,30,3038,2978,60,26.2,66.4,85.3,102.3,2.09,10.79,1.73,Sedang
2025-08-26,K059,C,32,3976,3863,113,32.8,67.7,68.0,91.1,1.68,12.23,1.88,Boros
2025-12-30,K051,C,31,6200,6013,187,34.6,60.3,67.3,86.3,1.56,17.9,1.91,Boros
2025-03-28,K012,A,29,6880,6733,147,26.0,74.3,94.2,85.1,1.96,21.61,1.64,Sedang
2025-08-03,K038,B,33,7380,7204,176,27.2,78.6,67.7,96.0,1.77,21.04,1.65,Sedang
2025-03-04,K031,B,30,4861,4752,109,27.8,70.2,87.9,117.2,1.78,15.11,1.79,Sedang
2025-07-17,K058,C,28,3072,2996,76,28.6,67.9,70.4,111.8,1.41,7.55,1.79,Sedang
2025-03-12,K013,A,30,5589,5473,116,24.9,77.6,83.9,65.0,1.98,18.45,1.7,Sedang
2025-04-16,K036,B,32,7652,7471,181,28.6,74.5,82.1,78.2,1.75,23.55,1.8,Boros
2025-03-05,K017,A,32,3231,3160,71,26.5,79.5,86.0,105.8,1.85,10.54,1.8,Boros
2025-10-18,K059,C,28,5476,5339,137,29.4,63.5,73.4,121.1,1.59,15.06,1.78,Sedang
2025-01-10,K082,E,35,4497,4396,101,25.3,80.3,84.2,102.7,1.63,12.7,1.77,Sedang
2025-08-03,K031,B,32,6958,6801,157,26.2,66.9,85.7,89.3,1.89,21.76,1.69,Sedang
2025-10-19,K089,E,30,5147,5026,121,25.6,68.3,68.0,81.9,1.67,14.62,1.74,Sedang
2025-10-06,K003,A,33,6372,6243,129,23.9,76.8,94.0,78.5,2.15,22.81,1.7,Sedang
2025-04-13,K012,A,34,6414,6277,137,24.4,75.8,89.2,92.8,1.97,21.21,1.71,Sedang
2025-09-13,K023,B,34,5464,5345,119,27.2,77.6,86.2,108.0,1.91,18.15,1.78,Sedang
2025-12-18,K094,E,34,5043,4914,129,30.4,75.9,71.1,99.0,1.7,14.99,1.79,Sedang
2025-01-06,K065,D,35,6788,6607,181,29.6,92.0,70.5,113.6,1.61,19.58,1.84,Boros
2025-05-06,K094,E,31,3385,3275,110,37.3,73.9,69.3,128.3,1.37,9.08,2.02,Boros
2025-09-10,K064,D,30,6687,6477,210,32.3,75.1,59.3,120.7,1.29,15.75,1.88,Boros
2025-07-02,K066,D,28,6961,6778,183,29.7,83.3,69.7,86.5,1.49,17.34,1.71,Sedang
2025-04-08,K045,C,31,6378,6208,170,29.3,51.6,86.1,99.3,1.52,18.23,1.93,Boros
2025-05-17,K052,C,33,4113,3999,114,31.4,61.3,66.8,57.2,1.65,12.65,1.92,Boros
2025-02-01,K028,B,32,5713,5590,123,27.6,75.7,77.9,79.1,1.82,17.06,1.68,Sedang
2025-04-11,K083,E,31,4528,4431,97,27.5,70.0,83.9,104.3,1.96,15.16,1.74,Sedang
2025-10-10,K024,B,31,4729,4613,116,29.2,64.7,84.3,71.3,1.87,15.78,1.83,Boros
2025-04-14,K036,B,28,4710,4601,109,27.8,72.6,75.2,104.3,1.65,12.97,1.71,Sedang
2025-04-25,K033,B,33,4347,4245,102,29.6,67.0,84.4,96.1,2.06,16.0,1.83,Boros
2025-02-19,K052,C,29,3272,3186,86,29.9,68.3,72.6,92.0,1.63,9.51,1.83,Boros
2025-02-20,K071,D,28,5811,5648,163,30.6,72.3,66.4,95.6,1.41,14.39,1.8,Boros
2025-02-18,K044,C,29,5665,5513,152,30.7,60.0,67.1,121.9,1.22,12.17,1.81,Boros
2025-10-30,K081,E,34,7340,7149,191,30.9,74.4,73.6,117.3,1.74,24.82,2.0,Boros
2025-04-09,K012,A,32,7541,7380,161,27.3,65.0,97.4,94.4,2.14,27.44,1.74,Sedang
2025-12-02,K054,C,35,5793,5627,166,33.3,59.8,71.7,124.2,1.61,17.24,1.91,Boros
2025-10-09,K009,A,29,4918,4813,105,25.8,70.6,88.2,83.6,1.83,14.61,1.66,Sedang
2025-04-03,K026,B,28,6379,6240,139,27.1,71.5,76.0,74.3,1.82,18.78,1.66,Sedang
2025-05-08,K094,E,35,4176,4072,104,29.7,58.6,86.8,100.9,1.81,13.44,1.82,Boros
2025-01-31,K080,D,28,4266,4143,123,28.9,83.4,67.6,94.7,1.2,8.96,1.8,Boros
2025-04-07,K054,C,29,5030,4899,131,30.7,59.4,81.0,77.8,1.59,14.53,1.87,Boros
2025-04-14,K069,D,29,7523,7305,218,31.4,83.0,66.7,107.9,1.48,20.09,1.86,Boros
2025-10-22,K010,A,34,7245,7097,148,23.5,68.3,91.3,99.6,2.05,25.31,1.74,Sedang
2025-05-11,K011,A,33,5308,5195,113,25.4,71.2,80.4,76.1,1.98,17.78,1.73,Sedang
2025-05-13,K056,C,34,3161,3089,72,27.9,65.8,77.9,83.9,2.1,11.27,1.73,Sedang
2025-04-25,K034,B,31,7389,7219,170,26.6,70.4,80.0,100.1,1.74,21.79,1.74,Sedang
2025-12-30,K024,B,35,7367,7195,172,26.0,67.5,81.7,86.9,1.91,26.01,1.89,Boros
2025-01-01,K059,C,35,5301,5165,136,30.1,79.0,81.2,137.7,1.4,14.41,1.99,Boros
2025-07-17,K011,A,34,6315,6180,135,23.6,74.6,89.0,84.0,2.07,23.39,1.83,Boros
2025-08-08,K092,E,33,4755,4621,134,34.3,60.3,90.4,122.4,1.52,13.8,1.97,Boros
2025-11-29,K022,B,28,3472,3391,81,29.2,74.7,69.6,78.5,1.79,10.24,1.69,Sedang
2025-06-22,K017,A,29,4952,4843,109,24.8,75.8,86.0,70.0,1.88,14.98,1.65,Sedang
2025-06-12,K073,D,32,7649,7427,222,31.1,87.5,73.9,113.9,1.35,18.78,1.87,Boros
2025-04-02,K020,A,32,6255,6115,140,26.3,82.3,85.7,66.2,1.95,20.53,1.72,Sedang
2025-02-28,K018,A,33,4027,3944,83,24.6,74.6,87.3,91.9,2.02,14.25,1.79,Sedang
2025-11-25,K040,B,34,5090,4980,110,26.2,68.8,77.6,83.1,2.21,18.64,1.7,Sedang
2025-12-29,K021,B,29,7804,7636,168,29.0,76.7,69.3,82.7,2.08,26.84,1.69,Sedang
2025-09-19,K046,C,30,5389,5231,158,32.6,65.0,85.6,89.7,1.43,15.03,2.01,Boros
2025-11-28,K039,B,35,4075,3975,100,29.3,71.2,86.7,91.8,1.91,13.92,1.83,Boros
2025-10-15,K071,D,33,4039,3929,110,29.8,77.3,62.3,96.4,1.39,9.88,1.81,Boros
2025-08-18,K086,E,35,6361,6212,149,26.0,84.8,80.9,81.1,1.9,20.82,1.77,Sedang
2025-08-28,K004,A,29,4700,4606,94,25.4,80.9,78.0,83.6,1.99,15.23,1.66,Sedang
2025-12-22,K055,C,31,4607,4492,115,30.2,63.7,85.8,95.8,1.75,14.15,1.8,Boros
2025-03-17,K072,D,30,7208,7014,194,30.6,72.5,63.9,64.5,1.67,20.74,1.77,Sedang
2025-08-24,K073,D,29,4085,3967,118,31.1,81.9,71.9,103.7,1.46,10.87,1.88,Boros
2025-08-24,K084,E,30,4725,4614,111,27.1,75.5,62.8,103.2,1.75,13.22,1.63,Sedang
2025-11-02,K014,A,30,5839,5706,133,23.5,69.3,81.8,92.0,1.96,19.1,1.7,Sedang
2025-03-03,K080,D,30,7250,7042,208,28.7,86.3,62.1,84.1,1.2,14.16,1.68,Sedang
2025-04-09,K030,B,28,3712,3630,82,27.1,70.3,76.8,104.2,1.82,11.93,1.8,Boros
2025-10-10,K039,B,34,3301,3221,80,29.0,77.1,75.1,83.7,1.68,10.13,1.87,Boros
2025-09-04,K067,D,29,6706,6524,182,29.2,77.5,66.7,111.1,1.32,15.14,1.75,Sedang
2025-10-18,K053,C,33,6820,6616,204,33.3,60.7,74.5,137.6,1.2,16.2,2.04,Boros
2025-09-15,K061,D,28,3527,3429,98,29.4,82.3,60.5,80.6,1.44,8.49,1.72,Sedang
2025-02-03,K006,A,35,6227,6095,132,28.1,76.1,93.1,96.7,2.2,22.36,1.67,Sedang
2025-06-02,K027,B,29,6414,6254,160,29.8,80.8,81.6,91.3,1.71,18.88,1.77,Sedang
2025-04-17,K005,A,33,7517,7358,159,24.7,76.1,87.6,99.4,2.17,28.34,1.77,Sedang
2025-05-31,K024,B,31,7199,7020,179,29.5,72.4,80.2,84.8,1.88,24.26,1.84,Boros
